0	912.46
1	912.46
0	1503.46
0	1208.1
1	1208.1
2	1217.1
3	1295.1
4	1469.1
5	1469.1
6	1469.1
7	1469.1
8	1469.1
9	1469.1
10	1469.1
11	1469.1
12	1469.1
13	1469.1
14	1469.1
15	1469.1
16	1469.1
17	1520.4
18	1520.4
19	1520.4
20	1520.4
21	1520.4
22	1567.0
23	1567.0
24	1567.0
25	1567.0
26	1567.0
27	1567.0
28	1567.0
29	1615.9
30	1615.9
31	1615.9
32	1615.9
33	1615.9
34	1615.9
35	1615.9
36	1615.9
37	1615.9
38	1615.9
39	1615.9
40	1615.9
41	1615.9
42	1615.9
43	1615.9
44	1615.9
45	1615.9
46	1615.9
47	1615.9
48	1615.9
49	1615.9
50	1615.9
51	1615.9
52	1615.9
53	1615.9
54	1615.9
55	1615.9
56	1615.9
57	1615.9
58	1615.9
59	1615.9
60	1615.9
61	1615.9
62	1615.9
63	1615.9
64	1615.9
65	1615.9
66	1615.9
67	1615.9
68	1615.9
69	1615.9
70	1615.9
71	1615.9
72	1615.9
73	1615.9
74	1615.9
75	1615.9
76	1615.9
77	1615.9
78	1615.9
79	1615.9
80	1615.9
81	1615.9
82	1615.9
83	1615.9
84	1615.9
85	1615.9
86	1615.9
87	1615.9
88	1615.9
89	1615.9
90	1615.9
91	1615.9
92	1615.9
93	1615.9
94	1615.9
95	1692.8
96	1692.8
97	1692.8
98	1692.8
99	1692.8
100	1692.8
101	1692.8
102	1692.8
103	1692.8
104	1692.8
105	1692.8
106	1692.8
107	1692.8
108	1692.8
109	1692.8
110	1692.8
111	1692.8
112	1692.8
113	1692.8
114	1692.8
115	1692.8
116	1692.8
117	1692.8
118	1692.8
119	1692.8
120	1692.8
121	1692.8
122	1692.8
123	1763.9
124	1763.9
125	1763.9
126	1763.9
127	1763.9
128	1763.9
129	1763.9
130	1763.9
131	1763.9
132	1763.9
133	1763.9
134	1763.9
135	1763.9
136	1763.9
137	1763.9
138	1763.9
139	1763.9
140	1763.9
141	1763.9
142	1763.9
143	1763.9
144	1763.9
145	1763.9
146	1763.9
147	1763.9
148	1763.9
149	1763.9
150	1763.9
151	1763.9
152	1763.9
153	1763.9
154	1763.9
155	1763.9
156	1763.9
157	1763.9
158	1763.9
159	1763.9
160	1763.9
161	1763.9
162	1763.9
163	1763.9
164	1763.9
165	1763.9
166	1763.9
167	1763.9
168	1763.9
169	1763.9
170	1763.9
171	1763.9
172	1763.9
173	1763.9
174	1763.9
175	1763.9
176	1763.9
177	1763.9
178	1763.9
179	1763.9
180	1763.9
181	1763.9
182	1763.9
183	1763.9
184	1763.9
185	1763.9
186	1763.9
187	1763.9
188	1763.9
189	1763.9
190	1763.9
191	1763.9
192	1763.9
193	1763.9
194	1763.9
195	1763.9
196	1763.9
197	1763.9
198	1763.9
199	1763.9
200	1763.9
201	1763.9
202	1763.9
203	1763.9
204	1763.9
205	1763.9
206	1763.9
207	1763.9
208	1763.9
209	1763.9
210	1763.9
211	1763.9
212	1763.9
213	1763.9
214	1763.9
215	1763.9
216	1763.9
217	1763.9
218	1763.9
219	1763.9
